,State_ISO,State_Name,year,N_measles,Pop,Measles_pop
0,US-AK,ALASKA,1914,1,,
1,US-AK,ALASKA,1954,1487,215.0,691.6279069767442
2,US-AK,ALASKA,1955,537,222.0,241.89189189189187
3,US-AK,ALASKA,1956,2511,224.0,1120.982142857143
4,US-AK,ALASKA,1957,986,231.0,426.83982683982686
5,US-AK,ALASKA,1958,1231,224.0,549.5535714285714
6,US-AK,ALASKA,1959,1829,224.0,816.5178571428571
7,US-AK,ALASKA,1960,1456,229.0,635.8078602620087
8,US-AK,ALASKA,1961,1002,238.0,421.00840336134456
9,US-AK,ALASKA,1962,1406,246.0,571.5447154471545
10,US-AK,ALASKA,1963,1968,256.0,768.75
11,US-AK,ALASKA,1964,1038,263.0,394.6768060836502
12,US-AK,ALASKA,1965,428,271.0,157.93357933579335
13,US-AK,ALASKA,1966,1287,271.0,474.90774907749073
14,US-AK,ALASKA,1967,282,278.0,101.43884892086331
15,US-AK,ALASKA,1968,18,285.0,6.315789473684211
16,US-AK,ALASKA,1969,18,296.0,6.081081081081082
17,US-AK,ALASKA,1970,269,302.58299999999997,88.90122710132428
18,US-AK,ALASKA,1971,103,315.51,32.64555798548382
19,US-AK,ALASKA,1972,85,324.464,26.197051136643818
20,US-AK,ALASKA,1973,6,330.543,1.8151949973225872
21,US-AK,ALASKA,1974,1,341.06300000000005,0.293200962871962
22,US-AK,ALASKA,1976,22,400.969,5.486708448782824
23,US-AK,ALASKA,1977,109,403.436,27.017916100695032
24,US-AK,ALASKA,1978,20,404.76599999999996,4.941126478014459
25,US-AK,ALASKA,1979,24,402.75300000000004,5.958987270113444
26,US-AK,ALASKA,1980,4,405.315,0.9868867424102241
27,US-AK,ALASKA,1982,2,449.606,0.44483392125549925
28,US-AK,ALASKA,1983,4,488.417,0.818972312593542
29,US-AK,ALASKA,1987,2,539.309,0.3708449145109761
30,US-AK,ALASKA,1988,2,541.9830000000001,0.3690152643164084
31,US-AK,ALASKA,1989,79,547.159,14.438216313722338
32,US-AK,ALASKA,1990,27,553.12,4.8814000578536305
33,US-AK,ALASKA,1991,9,569.273,1.5809637906593146
34,US-AK,ALASKA,1993,3,596.993,0.5025184549902595
35,US-AK,ALASKA,1994,18,600.624,2.9968832414289137
36,US-AK,ALASKA,1995,48,601.345,7.982106777307535
37,US-AK,ALASKA,1996,6,604.918,0.991869972459077
38,US-AK,ALASKA,1998,36,615.205,5.851707967262945
39,US-AK,ALASKA,2000,2,627.9630000000001,0.3184901021238512
40,US-AL,ALABAMA,1900,2,1830.0,0.1092896174863388
41,US-AL,ALABAMA,1904,2,1978.0,0.10111223458038424
42,US-AL,ALABAMA,1907,3,2058.0,0.1457725947521866
43,US-AL,ALABAMA,1908,4,2070.0,0.1932367149758454
44,US-AL,ALABAMA,1909,1,2108.0,0.04743833017077799
45,US-AL,ALABAMA,1910,603,2150.0,28.046511627906977
46,US-AL,ALABAMA,1911,575,2185.0,26.31578947368421
47,US-AL,ALABAMA,1912,111,2217.0,5.006765899864682
48,US-AL,ALABAMA,1913,7,2279.0,0.307152259763054
49,US-AL,ALABAMA,1914,4,2336.0,0.17123287671232876
50,US-AL,ALABAMA,1915,2,2345.0,0.08528784648187633
51,US-AL,ALABAMA,1916,64,2359.0,2.7130139889783806
52,US-AL,ALABAMA,1917,4696,2361.0,198.89877170690386
53,US-AL,ALABAMA,1918,1074,2343.0,45.83866837387964
54,US-AL,ALABAMA,1919,262,2337.0,11.210954214805307
55,US-AL,ALABAMA,1920,260,2359.0,11.021619330224672
56,US-AL,ALABAMA,1921,388,2402.0,16.153205661948377
57,US-AL,ALABAMA,1922,111,2434.0,4.560394412489729
58,US-AL,ALABAMA,1923,3243,2464.0,131.61525974025975
59,US-AL,ALABAMA,1924,1311,2501.0,52.419032387045185
60,US-AL,ALABAMA,1925,51,2534.0,2.0126282557221784
61,US-AL,ALABAMA,1926,1662,2567.0,64.74483833268407
62,US-AL,ALABAMA,1927,1203,2609.0,46.10962054426984
63,US-AL,ALABAMA,1928,8879,2640.0,336.32575757575756
64,US-AL,ALABAMA,1929,2934,2644.0,110.96822995461422
65,US-AL,ALABAMA,1930,4382,2647.0,165.54590102002265
66,US-AL,ALABAMA,1931,8936,2649.0,337.33484333710834
67,US-AL,ALABAMA,1932,270,2653.0,10.17715793441387
68,US-AL,ALABAMA,1933,1930,2661.0,72.52912438932732
69,US-AL,ALABAMA,1934,15809,2685.0,588.7895716945997
70,US-AL,ALABAMA,1935,7082,2719.0,260.46340566384697
71,US-AL,ALABAMA,1936,561,2743.0,20.452059788552678
72,US-AL,ALABAMA,1937,657,2762.0,23.787110789283126
73,US-AL,ALABAMA,1938,13533,2787.0,485.5758880516684
74,US-AL,ALABAMA,1939,4410,2814.0,156.71641791044777
75,US-AL,ALABAMA,1940,3117,2845.0,109.56063268892795
76,US-AL,ALABAMA,1941,8824,2902.0,304.066161268091
77,US-AL,ALABAMA,1942,3572,2941.0,121.45528731723903
78,US-AL,ALABAMA,1943,3910,2902.0,134.73466574776018
79,US-AL,ALABAMA,1944,7296,2802.0,260.3854389721628
80,US-AL,ALABAMA,1945,343,2775.0,12.36036036036036
81,US-AL,ALABAMA,1946,3984,2911.0,136.8601855032635
82,US-AL,ALABAMA,1947,3695,2942.0,125.59483344663494
83,US-AL,ALABAMA,1948,2062,2969.0,69.45099360053891
84,US-AL,ALABAMA,1949,11066,3000.0,368.8666666666667
85,US-AL,ALABAMA,1950,1633,3058.0,53.40091563113146
86,US-AL,ALABAMA,1951,3299,3059.0,107.8457012095456
87,US-AL,ALABAMA,1952,12194,3068.0,397.4576271186441
88,US-AL,ALABAMA,1953,2800,3053.0,91.7130691123485
89,US-AL,ALABAMA,1954,8451,3014.0,280.3915063039151
90,US-AL,ALABAMA,1955,2125,3050.0,69.67213114754098
91,US-AL,ALABAMA,1956,7324,3071.0,238.48909150113968
92,US-AL,ALABAMA,1957,9127,3109.0,293.56706336442585
93,US-AL,ALABAMA,1958,7650,3163.0,241.85899462535568
94,US-AL,ALABAMA,1959,3467,3204.0,108.20848938826467
95,US-AL,ALABAMA,1960,2075,3274.0,63.37813072693952
96,US-AL,ALABAMA,1961,2724,3316.0,82.14716525934861
97,US-AL,ALABAMA,1962,2254,3323.0,67.83027384893168
98,US-AL,ALABAMA,1963,1167,3358.0,34.752829064919595
99,US-AL,ALABAMA,1964,18105,3395.0,533.2842415316642
100,US-AL,ALABAMA,1965,4678,3443.0,135.86988091780424
101,US-AL,ALABAMA,1966,3655,3464.0,105.51385681293301
102,US-AL,ALABAMA,1967,2767,3458.0,80.01735106998265
103,US-AL,ALABAMA,1968,170,3446.0,4.933255948926291
104,US-AL,ALABAMA,1969,12,3440.0,0.3488372093023256
105,US-AL,ALABAMA,1970,2803,3444.3540000000003,81.37955622447633
106,US-AL,ALABAMA,1971,3844,3497.0759999999996,109.92040207304619
107,US-AL,ALABAMA,1972,310,3539.4,8.758546646324236
108,US-AL,ALABAMA,1973,36,3579.78,1.0056483918006134
109,US-AL,ALABAMA,1974,26,3626.4990000000003,0.716944910228846
110,US-AL,ALABAMA,1975,5,3678.8140000000003,0.1359133677321006
111,US-AL,ALABAMA,1977,158,3780.403,4.179448593179087
112,US-AL,ALABAMA,1978,291,3831.836,7.594270736012711
113,US-AL,ALABAMA,1979,116,3866.248,3.000324862761002
114,US-AL,ALABAMA,1980,22,3900.368,0.5640493409852609
115,US-AL,ALABAMA,1981,2,3918.531,0.05103953496858899
116,US-AL,ALABAMA,1982,4,3925.2659999999996,0.10190392192529119
117,US-AL,ALABAMA,1983,9,3934.1020000000003,0.2287688524598498
118,US-AL,ALABAMA,1984,6,3951.82,0.15182877762651134
119,US-AL,ALABAMA,1985,1,3972.5229999999997,0.025172919074351492
120,US-AL,ALABAMA,1986,2,3991.5690000000004,0.050105610099687614
121,US-AL,ALABAMA,1987,7,4015.264,0.17433473863735985
122,US-AL,ALABAMA,1988,2,4023.844,0.049703716148041525
123,US-AL,ALABAMA,1989,143,4030.222,3.5481916380784977
124,US-AL,ALABAMA,1990,28,4048.508,0.6916128114357191
125,US-AL,ALABAMA,1991,4,4091.025,0.097775007485899
126,US-AL,ALABAMA,1993,2,4193.1140000000005,0.047697248393437426
127,US-AL,ALABAMA,1998,1,4351.037,0.02298302680487433
128,US-AL,ALABAMA,2001,12,4467.634,0.26859854679232903
129,US-AR,ARKANSAS,1904,4,1419.0,0.28188865398167723
130,US-AR,ARKANSAS,1907,1,1484.0,0.06738544474393532
131,US-AR,ARKANSAS,1910,1,1583.0,0.06317119393556538
132,US-AR,ARKANSAS,1912,3,1636.0,0.18337408312958436
133,US-AR,ARKANSAS,1913,35,1664.0,2.1033653846153846
134,US-AR,ARKANSAS,1914,915,1688.0,54.20616113744076
135,US-AR,ARKANSAS,1915,122,1702.0,7.1680376028202115
136,US-AR,ARKANSAS,1916,26,1719.0,1.5125072716695753
137,US-AR,ARKANSAS,1917,759,1737.0,43.69602763385147
138,US-AR,ARKANSAS,1918,274,1749.0,15.66609491137793
139,US-AR,ARKANSAS,1919,36,1742.0,2.066590126291619
140,US-AR,ARKANSAS,1920,385,1756.0,21.9248291571754
141,US-AR,ARKANSAS,1921,966,1769.0,54.607122668174114
142,US-AR,ARKANSAS,1922,17,1772.0,0.9593679458239277
143,US-AR,ARKANSAS,1923,1007,1784.0,56.44618834080718
144,US-AR,ARKANSAS,1924,1333,1800.0,74.05555555555556
145,US-AR,ARKANSAS,1925,86,1812.0,4.746136865342163
146,US-AR,ARKANSAS,1926,313,1826.0,17.14129244249726
147,US-AR,ARKANSAS,1927,1120,1840.0,60.86956521739131
148,US-AR,ARKANSAS,1928,8928,1847.0,483.3784515430428
149,US-AR,ARKANSAS,1929,1419,1852.0,76.61987041036717
150,US-AR,ARKANSAS,1930,801,1859.0,43.08768154922001
151,US-AR,ARKANSAS,1931,849,1848.0,45.94155844155844
152,US-AR,ARKANSAS,1932,99,1836.0,5.392156862745098
153,US-AR,ARKANSAS,1933,5632,1854.0,303.77562028047464
154,US-AR,ARKANSAS,1934,7065,1878.0,376.1980830670927
155,US-AR,ARKANSAS,1935,1529,1890.0,80.8994708994709
156,US-AR,ARKANSAS,1936,103,1892.0,5.443974630021142
157,US-AR,ARKANSAS,1937,355,1903.0,18.654755648975303
158,US-AR,ARKANSAS,1938,6731,1928.0,349.1182572614108
159,US-AR,ARKANSAS,1939,1731,1948.0,88.86036960985626
160,US-AR,ARKANSAS,1940,1111,1955.0,56.82864450127877
161,US-AR,ARKANSAS,1941,5556,1969.0,282.1736922295582
162,US-AR,ARKANSAS,1942,4661,1977.0,235.76125442589785
163,US-AR,ARKANSAS,1943,2868,1843.0,155.61584373304396
164,US-AR,ARKANSAS,1944,3874,1768.0,219.11764705882354
165,US-AR,ARKANSAS,1945,1103,1762.0,62.599318955732116
166,US-AR,ARKANSAS,1946,3254,1797.0,181.07957707289927
167,US-AR,ARKANSAS,1947,2418,1836.0,131.69934640522877
168,US-AR,ARKANSAS,1948,3842,1825.0,210.52054794520546
169,US-AR,ARKANSAS,1949,12313,1844.0,667.7331887201735
170,US-AR,ARKANSAS,1950,1995,1908.0,104.55974842767294
171,US-AR,ARKANSAS,1951,7465,1901.0,392.6880589163598
172,US-AR,ARKANSAS,1952,3161,1838.0,171.98041349292708
173,US-AR,ARKANSAS,1953,13079,1780.0,734.7752808988764
174,US-AR,ARKANSAS,1954,2619,1734.0,151.03806228373702
175,US-AR,ARKANSAS,1955,2994,1725.0,173.56521739130434
176,US-AR,ARKANSAS,1956,8676,1704.0,509.1549295774648
177,US-AR,ARKANSAS,1957,1320,1733.0,76.16849394114253
178,US-AR,ARKANSAS,1958,3001,1726.0,173.8702201622248
179,US-AR,ARKANSAS,1959,816,1756.0,46.46924829157175
180,US-AR,ARKANSAS,1960,1596,1789.0,89.21185019564003
181,US-AR,ARKANSAS,1961,1842,1806.0,101.99335548172756
182,US-AR,ARKANSAS,1962,1321,1853.0,71.28980032379924
183,US-AR,ARKANSAS,1963,1437,1875.0,76.64
184,US-AR,ARKANSAS,1964,1081,1897.0,56.9847127042699
185,US-AR,ARKANSAS,1965,2390,1894.0,126.18796198521648
186,US-AR,ARKANSAS,1966,2764,1899.0,145.550289626119
187,US-AR,ARKANSAS,1967,2670,1901.0,140.4523934771173
188,US-AR,ARKANSAS,1968,19,1902.0,0.9989484752891693
189,US-AR,ARKANSAS,1969,3,1913.0,0.15682174594877157
190,US-AR,ARKANSAS,1970,843,1923.3220000000001,43.83041425200772
191,US-AR,ARKANSAS,1971,1218,1972.3120000000001,61.75493532463423
192,US-AR,ARKANSAS,1972,102,2018.638,5.052911913874603
193,US-AR,ARKANSAS,1973,43,2059.256,2.0881328013612683
194,US-AR,ARKANSAS,1974,16,2101.403,0.7613960768115398
195,US-AR,ARKANSAS,1975,2,2159.526,0.09261291598248875
196,US-AR,ARKANSAS,1976,39,2170.161,1.797101689690304
197,US-AR,ARKANSAS,1977,44,2209.01,1.9918424995812603
198,US-AR,ARKANSAS,1978,43,2243.127,1.916966805713631
199,US-AR,ARKANSAS,1979,26,2271.333,1.1447022519375187
200,US-AR,ARKANSAS,1980,9,2288.738,0.39322980612022873
201,US-AR,ARKANSAS,1981,38,2293.201,1.6570723630418789
202,US-AR,ARKANSAS,1983,11,2305.761,0.47706592313774066
203,US-AR,ARKANSAS,1984,25,2319.768,1.077693976294181
204,US-AR,ARKANSAS,1985,276,2327.0460000000003,11.860530475117379
205,US-AR,ARKANSAS,1986,286,2331.984,12.264235089091521
206,US-AR,ARKANSAS,1988,1,2342.656,0.042686591629330126
207,US-AR,ARKANSAS,1989,75,2346.3579999999997,3.1964431685190413
208,US-AR,ARKANSAS,1990,45,2354.343,1.9113612587460707
209,US-AR,ARKANSAS,1991,10,2370.666,0.42182239083869255
210,US-AR,ARKANSAS,1994,2,2450.605,0.08161249977046484
211,US-AR,ARKANSAS,1995,4,2480.121,0.16128245355770948
212,US-AR,ARKANSAS,1999,6,2551.373,0.2351674960893605
213,US-AR,ARKANSAS,2000,2,2678.5879999999997,0.07466620473174673
214,US-AZ,ARIZONA,1914,5,253.0,1.9762845849802373
215,US-AZ,ARIZONA,1915,10,263.0,3.802281368821293
216,US-AZ,ARIZONA,1919,2,329.0,0.60790273556231
217,US-AZ,ARIZONA,1920,3,340.0,0.8823529411764706
218,US-AZ,ARIZONA,1921,7,351.0,1.9943019943019942
219,US-AZ,ARIZONA,1924,1,382.0,0.2617801047120419
220,US-AZ,ARIZONA,1925,26,393.0,6.615776081424936
221,US-AZ,ARIZONA,1926,12,403.0,2.977667493796526
222,US-AZ,ARIZONA,1927,44,414.0,10.628019323671497
223,US-AZ,ARIZONA,1928,848,422.0,200.9478672985782
224,US-AZ,ARIZONA,1929,239,430.0,55.58139534883721
225,US-AZ,ARIZONA,1930,2104,434.0,484.7926267281106
226,US-AZ,ARIZONA,1931,2135,429.0,497.66899766899763
227,US-AZ,ARIZONA,1932,86,426.0,20.187793427230048
228,US-AZ,ARIZONA,1933,1271,426.0,298.3568075117371
229,US-AZ,ARIZONA,1934,1028,428.0,240.18691588785046
230,US-AZ,ARIZONA,1935,575,434.0,132.48847926267283
231,US-AZ,ARIZONA,1936,2375,443.0,536.1173814898419
232,US-AZ,ARIZONA,1937,3793,453.0,837.3068432671081
233,US-AZ,ARIZONA,1938,604,466.0,129.6137339055794
234,US-AZ,ARIZONA,1939,485,484.0,100.20661157024793
235,US-AZ,ARIZONA,1940,2124,499.0,425.65130260521045
236,US-AZ,ARIZONA,1941,2887,490.0,589.1836734693878
237,US-AZ,ARIZONA,1942,3813,524.0,727.6717557251908
238,US-AZ,ARIZONA,1943,1002,692.0,144.79768786127167
239,US-AZ,ARIZONA,1944,4644,610.0,761.3114754098361
240,US-AZ,ARIZONA,1945,335,594.0,56.3973063973064
241,US-AZ,ARIZONA,1946,3268,616.0,530.5194805194806
242,US-AZ,ARIZONA,1947,1464,653.0,224.19601837672283
243,US-AZ,ARIZONA,1948,4303,690.0,623.6231884057971
244,US-AZ,ARIZONA,1949,3795,714.0,531.5126050420167
245,US-AZ,ARIZONA,1950,2570,756.0,339.94708994709
246,US-AZ,ARIZONA,1951,10687,785.0,1361.4012738853503
247,US-AZ,ARIZONA,1952,2508,842.0,297.8622327790974
248,US-AZ,ARIZONA,1953,4954,894.0,554.1387024608501
249,US-AZ,ARIZONA,1954,4959,933.0,531.5112540192926
250,US-AZ,ARIZONA,1955,10107,987.0,1024.0121580547113
251,US-AZ,ARIZONA,1956,6924,1053.0,657.5498575498575
252,US-AZ,ARIZONA,1957,7786,1125.0,692.088888888889
253,US-AZ,ARIZONA,1958,9806,1193.0,821.9614417435038
254,US-AZ,ARIZONA,1959,9067,1261.0,719.0325138778747
255,US-AZ,ARIZONA,1960,4305,1321.0,325.889477668433
256,US-AZ,ARIZONA,1961,7952,1407.0,565.1741293532339
257,US-AZ,ARIZONA,1962,6360,1471.0,432.3589394969408
258,US-AZ,ARIZONA,1963,8829,1521.0,580.4733727810651
259,US-AZ,ARIZONA,1964,6265,1556.0,402.63496143958866
260,US-AZ,ARIZONA,1965,3159,1584.0,199.4318181818182
261,US-AZ,ARIZONA,1966,10726,1614.0,664.5600991325898
262,US-AZ,ARIZONA,1967,2301,1646.0,139.79343863912516
263,US-AZ,ARIZONA,1968,768,1682.0,45.65992865636147
264,US-AZ,ARIZONA,1969,538,1737.0,30.97294185377087
265,US-AZ,ARIZONA,1970,2429,1775.399,136.81431610584437
266,US-AZ,ARIZONA,1971,1151,1895.8139999999999,60.712707048265294
267,US-AZ,ARIZONA,1972,1797,2008.2910000000002,89.47906453795788
268,US-AZ,ARIZONA,1973,30,2124.438,1.412138174896137
269,US-AZ,ARIZONA,1974,104,2223.196,4.677950122256427
270,US-AZ,ARIZONA,1975,83,2284.847,3.63262835542161
271,US-AZ,ARIZONA,1976,467,2346.157,19.904891275392057
272,US-AZ,ARIZONA,1977,571,2425.197,23.544479067061356
273,US-AZ,ARIZONA,1978,198,2515.3160000000003,7.871774361551391
274,US-AZ,ARIZONA,1979,493,2635.571,18.70562394259157
275,US-AZ,ARIZONA,1980,327,2737.7740000000003,11.944009987676118
276,US-AZ,ARIZONA,1981,14,2810.107,0.4982016699008258
277,US-AZ,ARIZONA,1982,33,2889.861,1.1419234350717906
278,US-AZ,ARIZONA,1983,18,2968.925,0.6062800508601598
279,US-AZ,ARIZONA,1984,3,3067.135,0.0978111494929307
280,US-AZ,ARIZONA,1985,482,3183.538,15.140387832656623
281,US-AZ,ARIZONA,1986,254,3308.262,7.677747409364796
282,US-AZ,ARIZONA,1987,71,3437.103,2.0656931142302106
283,US-AZ,ARIZONA,1988,6,3535.183,0.1697224726414446
284,US-AZ,ARIZONA,1989,558,3622.185,15.40506627905532
285,US-AZ,ARIZONA,1990,729,3679.0559999999996,19.814865552467808
286,US-AZ,ARIZONA,1991,318,3762.3940000000002,8.452065360512481
287,US-AZ,ARIZONA,1993,5,3993.39,0.12520690440953677
288,US-AZ,ARIZONA,1994,13,4147.561,0.31343722250257444
289,US-AZ,ARIZONA,1995,30,4306.907999999999,0.6965553942642844
290,US-AZ,ARIZONA,1996,13,4432.308,0.29330091681354276
291,US-AZ,ARIZONA,1997,5,4552.207,0.10983683299111836
292,US-AZ,ARIZONA,1998,15,4667.277,0.3213865386605509
293,US-AZ,ARIZONA,1999,2,4778.332,0.04185560986553467
294,US-AZ,ARIZONA,2000,1,5160.585999999999,0.019377644321788262
295,US-AZ,ARIZONA,2001,2,5273.477,0.037925641848821946
296,US-CA,CALIFORNIA,1900,9,1490.0,0.6040268456375839
297,US-CA,CALIFORNIA,1901,43,1550.0,2.7741935483870965
298,US-CA,CALIFORNIA,1902,26,1623.0,1.6019716574245224
299,US-CA,CALIFORNIA,1903,35,1702.0,2.056404230317274
300,US-CA,CALIFORNIA,1904,18,1792.0,1.0044642857142858
301,US-CA,CALIFORNIA,1905,3,1893.0,0.15847860538827258
302,US-CA,CALIFORNIA,1906,252,1976.0,12.753036437246964
303,US-CA,CALIFORNIA,1907,1171,2054.0,57.01071080817917
304,US-CA,CALIFORNIA,1908,1546,2161.0,71.54095326237852
305,US-CA,CALIFORNIA,1909,2225,2282.0,97.50219106047327
306,US-CA,CALIFORNIA,1910,7622,2406.0,316.7913549459684
307,US-CA,CALIFORNIA,1911,2068,2534.0,81.61010260457773
308,US-CA,CALIFORNIA,1912,3095,2668.0,116.00449775112445
309,US-CA,CALIFORNIA,1913,6281,2811.0,223.44361437210955
310,US-CA,CALIFORNIA,1914,3623,2934.0,123.4832992501704
311,US-CA,CALIFORNIA,1915,5919,3008.0,196.7752659574468
312,US-CA,CALIFORNIA,1916,1139,3071.0,37.088896125040705
313,US-CA,CALIFORNIA,1917,6861,3171.0,216.36707663197728
314,US-CA,CALIFORNIA,1918,4256,3262.0,130.47210300429185
315,US-CA,CALIFORNIA,1919,955,3339.0,28.60137765798143
316,US-CA,CALIFORNIA,1920,4521,3554.0,127.20877884074282
317,US-CA,CALIFORNIA,1921,4036,3795.0,106.35046113306983
318,US-CA,CALIFORNIA,1922,310,3991.0,7.767476822851416
319,US-CA,CALIFORNIA,1923,6124,4270.0,143.4192037470726
320,US-CA,CALIFORNIA,1924,5338,4541.0,117.55120017617264
321,US-CA,CALIFORNIA,1925,864,4730.0,18.266384778012686
322,US-CA,CALIFORNIA,1926,3913,4929.0,79.38729965510245
323,US-CA,CALIFORNIA,1927,11287,5147.0,219.2927919176219
324,US-CA,CALIFORNIA,1928,3720,5344.0,69.61077844311377
325,US-CA,CALIFORNIA,1929,4180,5531.0,75.57403724462122
326,US-CA,CALIFORNIA,1930,43407,5711.0,760.0595342321835
327,US-CA,CALIFORNIA,1931,27807,5824.0,477.4553571428571
328,US-CA,CALIFORNIA,1932,12618,5894.0,214.08211740753308
329,US-CA,CALIFORNIA,1933,26941,5963.0,451.8027838336407
330,US-CA,CALIFORNIA,1934,25345,6060.0,418.2343234323432
331,US-CA,CALIFORNIA,1935,29136,6175.0,471.83805668016197
332,US-CA,CALIFORNIA,1936,48679,6341.0,767.6864847815801
333,US-CA,CALIFORNIA,1937,5166,6528.0,79.13602941176471
334,US-CA,CALIFORNIA,1938,20178,6656.0,303.1550480769231
335,US-CA,CALIFORNIA,1939,68023,6785.0,1002.5497420781134
336,US-CA,CALIFORNIA,1940,10358,6950.0,149.0359712230216
337,US-CA,CALIFORNIA,1941,13003,7237.0,179.67389802404313
338,US-CA,CALIFORNIA,1942,98525,7735.0,1273.7556561085971
339,US-CA,CALIFORNIA,1943,20326,8506.0,238.9607335998119
340,US-CA,CALIFORNIA,1944,59360,8945.0,663.6109558412521
341,US-CA,CALIFORNIA,1945,30421,9344.0,325.5672089041096
342,US-CA,CALIFORNIA,1946,57091,9559.0,597.2486661784706
343,US-CA,CALIFORNIA,1947,7094,9832.0,72.15215622457282
344,US-CA,CALIFORNIA,1948,50230,10064.0,499.1057233704293
345,US-CA,CALIFORNIA,1949,33161,10337.0,320.7990712972816
346,US-CA,CALIFORNIA,1950,15729,10677.0,147.31666198370328
347,US-CA,CALIFORNIA,1951,60796,11134.0,546.0391593317765
348,US-CA,CALIFORNIA,1952,37997,11635.0,326.57498925655347
349,US-CA,CALIFORNIA,1953,54119,12251.0,441.75169373928657
350,US-CA,CALIFORNIA,1954,60293,12746.0,473.0346775458967
351,US-CA,CALIFORNIA,1955,67434,13133.0,513.4698850224626
352,US-CA,CALIFORNIA,1956,32954,13713.0,240.312112593889
353,US-CA,CALIFORNIA,1957,49864,14264.0,349.5793606281548
354,US-CA,CALIFORNIA,1958,34913,14880.0,234.63037634408602
355,US-CA,CALIFORNIA,1959,38951,15467.0,251.83293463502943
356,US-CA,CALIFORNIA,1960,22222,15870.0,140.0252047889099
357,US-CA,CALIFORNIA,1961,37112,16497.0,224.96211432381642
358,US-CA,CALIFORNIA,1962,27974,17072.0,163.8589503280225
359,US-CA,CALIFORNIA,1963,20102,17668.0,113.77631876839484
360,US-CA,CALIFORNIA,1964,32483,18151.0,178.95983692358547
361,US-CA,CALIFORNIA,1965,27576,18585.0,148.37772397094432
362,US-CA,CALIFORNIA,1966,30349,18858.0,160.93435146887262
363,US-CA,CALIFORNIA,1967,12144,19176.0,63.32916145181476
364,US-CA,CALIFORNIA,1968,2547,19394.0,13.132927709600908
365,US-CA,CALIFORNIA,1969,894,19711.0,4.535538531784282
366,US-CA,CALIFORNIA,1970,6544,19971.069,32.76739968201001
367,US-CA,CALIFORNIA,1971,5747,20345.939,28.246423033117324
368,US-CA,CALIFORNIA,1972,7365,20585.468999999997,35.7776643320587
369,US-CA,CALIFORNIA,1973,1930,20868.728,9.248287677140649
370,US-CA,CALIFORNIA,1974,6275,21173.865,29.635590856936133
371,US-CA,CALIFORNIA,1975,5189,21537.849,24.09247088694883
372,US-CA,CALIFORNIA,1976,4659,21935.909,21.239147190116444
373,US-CA,CALIFORNIA,1977,18142,22352.396,81.16355848384218
374,US-CA,CALIFORNIA,1978,2368,22835.958,10.369610944283574
375,US-CA,CALIFORNIA,1979,1953,23256.88,8.397515057909745
376,US-CA,CALIFORNIA,1980,898,23800.8,3.772982420758966
377,US-CA,CALIFORNIA,1981,711,24285.932999999997,2.9276206930159945
378,US-CA,CALIFORNIA,1982,1597,24820.009,6.434324822364086
379,US-CA,CALIFORNIA,1983,980,25360.026,3.8643493504304764
380,US-CA,CALIFORNIA,1984,905,25844.392999999996,3.501726660788668
381,US-CA,CALIFORNIA,1985,421,26441.109,1.5922176335342062
382,US-CA,CALIFORNIA,1986,401,27102.237,1.479582663231821
383,US-CA,CALIFORNIA,1987,1500,27777.158,5.400120487488317
384,US-CA,CALIFORNIA,1988,1413,28464.249,4.964121835780737
385,US-CA,CALIFORNIA,1989,16012,29218.164,54.80152688580981
386,US-CA,CALIFORNIA,1990,8461,29950.111,28.250312661612504
387,US-CA,CALIFORNIA,1991,1982,30414.113999999998,6.516711287397688
388,US-CA,CALIFORNIA,1992,43,30875.92,0.13926710523929328
389,US-CA,CALIFORNIA,1993,131,31147.208,0.4205834436267932
390,US-CA,CALIFORNIA,1994,97,31317.179,0.3097341558126931
391,US-CA,CALIFORNIA,1995,161,31493.525,0.5112161944399682
392,US-CA,CALIFORNIA,1996,59,31780.828999999998,0.18564651035377336
393,US-CA,CALIFORNIA,1997,6,32217.708,0.01862329871510413
394,US-CA,CALIFORNIA,1998,10,32682.793999999998,0.030597139277627243
395,US-CA,CALIFORNIA,1999,19,33145.121,0.057323670654272164
396,US-CA,CALIFORNIA,2000,52,33987.977,0.1529952783009121
397,US-CA,CALIFORNIA,2001,13,34479.458,0.03770360891403804
398,US-CO,COLORADO,1902,13,621.0,2.0933977455716586
399,US-CO,COLORADO,1903,2,652.0,0.3067484662576687
400,US-CO,COLORADO,1910,13,804.0,1.616915422885572
401,US-CO,COLORADO,1911,1359,821.0,165.52984165651645
402,US-CO,COLORADO,1912,47,832.0,5.649038461538462
403,US-CO,COLORADO,1913,15,835.0,1.7964071856287425
404,US-CO,COLORADO,1915,46,868.0,5.299539170506913
405,US-CO,COLORADO,1916,336,892.0,37.66816143497758
406,US-CO,COLORADO,1917,4936,910.0,542.4175824175825
407,US-CO,COLORADO,1918,2218,906.0,244.81236203090506
408,US-CO,COLORADO,1919,309,938.0,32.94243070362473
409,US-CO,COLORADO,1920,3439,937.0,367.0224119530416
410,US-CO,COLORADO,1921,1939,961.0,201.76899063475545
411,US-CO,COLORADO,1922,108,965.0,11.191709844559586
412,US-CO,COLORADO,1923,4276,984.0,434.5528455284553
413,US-CO,COLORADO,1924,2659,1014.0,262.2287968441815
414,US-CO,COLORADO,1925,149,1019.0,14.622178606476938
415,US-CO,COLORADO,1926,897,1016.0,88.28740157480314
